Region;Filial;Mencion;Negativo;Neutral;Positivo;Territorio_comunicacion
Caribe;AFINIA;RT @Eduardo31040150 @petrogustavo Le comento que AFINIA no ha acatado la orden de rebajar las tarifas, acá en la costa caribe. Siguen con sus facturas bien costosa.;1;;;No asignado
Caribe;AFINIA;RT @dumek_turbay @jnadaff @AfiniaGrupoEPM @ElectricaribeSA Esperamos que @AfiniaGrupoEPM responda lo antes posible. Cc @EPMestamosahi @Superservicios;;1;;No asignado
Caribe;AFINIA;RT @DiazSrjorgediaz Es la 1: 30 pm. De hoy y todavía siento la mamada que me produjo, el racionamiento de 17 horas de energía a las que nos sometió la mala Llegada de @AfiniaGrupoEPM a la Costa Atlántica, en reemplazo de la nefasta Electricaribe. Creímos que por su vínculo con @EPMestamosahi;1;;;Calidad del servicio
Caribe;AFINIA;RT @dataiFX EPM ha girado $2,88 billones a Afinia desde su inicio de operaciones en la región Caribe https://t.co/4SAJGbKLzm https://t.co/uq8y9JKI16;;1;;No asignado
Caribe;AFINIA;RT @CristyRinconHar @PabloC10690 @AfiniaGrupoEPM @Superservicios @petrogustavo @fabioaminsaleme @MinEnergiaCo @MarcosDanielPG @wmanzur @davidbarguil @AntonioJCorreaJ @AnaPaolaGarciaU @kerguelenhugo @EdgardoEspitia LITERALMENTE PRÁCTICAMENTE ASÍ TODOS LOS CONGRESISTAS DE ESA ÉPOCA Y MÁS NA’;1;;;No asignado
Caribe;AFINIA;RT @CostenaNacionX Trabajadores de AFINIA anuncian instalación de mesa de diálogo https://t.co/StVJ13hjdD @AfiniaGrupoEPM @FicoGutierrez @petrogustavo;;1;;No asignado
Caribe;AFINIA;RT @CostenaNacionX La secretaria general de la alcaldía de Cartagena, María Patricia Porras Mendoza, atendió el clamor de los trabajadores de @AfiniaGrupoEPM y medios de comunicación para que los delegados de la Superservicios los atendieran en su despacho. @AfiniaGrupoEPM @EPMestamosahi @sintraelecolnac #CrisisEnergía #CostaCaribe;;;1;Transparencia
Caribe;AFINIA;RT @CelsoTeteC Les presento a los reyes del cinismo. Ahora están llorando porque no hay plata para el metro, que no hay plata el túnel del Toyo en Antioquia, que no hay plata para el canal del Dique, que no hay plata para pagarle a Aire y Afinia, que no hay plata para EPM, que no hay plata… https://t.co/BbYGUlVqsr;1;;;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG: Programación de cortes de energía de Afinia del 23 al 26 de enero https://caracol.com.co/2025/01/22/programacion-de-cortes-de-energia-de-afinia-del-23-al-26-de-enero/ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi;;1;;Calidad del servicio
Caribe;AFINIA;RT @CaracolRadioCTG: Poblaciones de Bolívar estarán sin energía por trabajos de Afinia https://caracol.com.co/2025/01/30/poblaciones-de-bolivar-estaran-sin-energia-por-trabajos-de-afinia/ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi;1;;;Calidad del servicio
Caribe;AFINIA;RT @CaracolRadioCTG: Ministerio de Minas se reunió con Afinia y Air-e, en aras de mejorar el servicio de energía https://caracol.com.co/2025/01/25/ministerio-de-minas-se-reunio-con-afinia-y-air-e-en-aras-de-mejorar-el-servicio-de-energia/ a través de @CaracolRadio @MinEnergiaCo @andrescamachom_ @Aire_Energia @AfiniaGrupoEPM @EPMestamosahi;;1;;Calidad del servicio
Caribe;AFINIA;RT @CaracolRadioCTG: Lluvias dejaron daños en redes eléctricas de Cartagena, Afinia trabaja en la restauración https://caracol.com.co/2025/01/05/lluvias-dejaron-danos-en-redes-electricas-de-cartagena-afinia-trabaja-en-la-restauracion/ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi @dumek_turbay @AlcaldiaCTG;1;;;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG: Jhon Jairo Granada renunció a la gerencia general de Afinia https://caracol.com.co/2025/01/31/jhon-jairo-granada-renuncio-a-la-gerencia-general-de-afinia/ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi @MinEnergiaCo @andrescamachom_ @petrogustavo @dumek_turbay @YamilHAranaP @comisioncreg @Superservicios;;1;;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG: Gobernador pidió evitar apagón en Bolívar: “Afinia es mala, pero peor es quedarnos sin energía” https://t.co/Z4UWR9rpaT a través de @CaracolRadio @GobDeBolivar @YamilHAranaP @AfiniaGrupoEPM @EPMestamosahi @dumek_turbay @AlcaldiaCTG @MinEnergiaCo @andrescamachom_ @petrogustavo;;1;;Calidad del servicio
Caribe;AFINIA;RT @CaracolRadioCTG: Estos barrios que no tendrán energía eléctrica entre el 20 y 22 de enero en Bolívar https://caracol.com.co/2025/01/17/estos-barrios-que-no-tendran-energia-electrica-entre-el-20-y-22-de-enero-en-bolivar/ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi @GobDeBolivar @YamilHAranaP @dumek_turbay @AlcaldiaCTG;1;;;Calidad del servicio
Caribe;AFINIA;RT @CaracolRadioCTG: Entidades públicas en el Caribe Colombiano deben a Afinia más de $300 mil millones  https://caracol.com.co/2025/01/09/entidades-publicas-en-el-caribe-colombiano-deben-a-afinia-mas-de-300-mil-millones/ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi @petrogustavo @MinEnergiaCo @andrescamachom_ @comisioncreg @fannyguerrero26 @dumek_turbay @YamilHAranaP;;1;;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG: Conozca cómo pagar servicio de Afinia sin salir de casa: hay dos opciones https://caracol.com.co/2025/01/18/conozca-como-pagar-servicio-de-afinia-sin-salir-de-casa-hay-dos-opciones/ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi;;1;;Calidad del servicio
Caribe;AFINIA;RT @CaracolRadioCTG: Afinia y Air-e socializan iniciativas para combatir el fraude y fortalecer el recaudo https://caracol.com.co/2025/01/23/afinia-y-air-e-socializan-iniciativas-para-combatir-el-fraude-y-fortalecer-el-recaudo/ a través de @CaracolRadio @AfiniaGrupoEPM @Aire_Energia @EPMestamosahi @MinEnergiaCo @andrescamachom_ @comisioncreg @fannyguerrero26 @PGN_COL @CGR_Colombia;;1;;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG: Afinia suspenderá servicio en poblaciones de Bolívar hasta el 2 de febrero: ¿Cuáles son? https://caracol.com.co/2025/01/28/afinia-suspendera-servicio-en-poblaciones-de-bolivar-hasta-el-2-de-febrero-cuales-son/ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi;;1;;Calidad del servicio
Caribe;AFINIA;RT @CaracolRadioCTG: Afinia remodeló la infraestructura eléctrica en el barrio Villa Rosa al sur de Cartagena https://caracol.com.co/2025/01/23/afinia-remodelo-la-infraestructura-electrica-en-el-barrio-villa-rosa-al-sur-de-cartagena/ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi @dumek_turbay @AlcaldiaCTG;;;1;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG: Afinia pide al Gobierno priorizar subsidios para garantizar servicio de energía en el Caribe https://caracol.com.co/2025/01/03/afinia-pide-al-gobierno-priorizar-subsidios-para-garantizar-servicio-de-energia-en-el-caribe/ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi @MinEnergiaCo @andrescamachom_ @comisioncreg @fannyguerrero26 @petrogustavo @infopresidencia @dumek_turbay;;1;;Calidad del servicio
Caribe;AFINIA;RT @CaracolRadioCTG: Afinia insiste en el pago de los subsidios por menores tarifas pendientes del Gobierno Nacional https://t.co/lnKQfkVo5v a través de @CaracolRadio @Aire_Energia @AfiniaGrupoEPM @EPMestamosahi @petrogustavo @infopresidencia @MinEnergiaCo @andrescamachom_ @comisioncreg @dumek_turbay;;1;;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG: Afinia entregó sus razones para la suspensión del servicio en conjunto Parque de Zaragocilla https://caracol.com.co/2025/01/30/afinia-entrego-sus-razones-para-la-suspension-del-servicio-en-conjunto-parque-de-zaragocilla/ a través de @CaracolRadio @dumek_turbay @AlcaldiaCTG @AfiniaGrupoEPM @EPMestamosahi @Superservicios @PersoneriaCtg;;1;;Calidad del servicio
Caribe;AFINIA;RT @CaracolRadioCTG: Afinia advierte delicada situación financiera por deudas del Gobierno Nacional https://caracol.com.co/2025/01/09/afinia-advierte-delicada-situacion-financiera-por-deudas-del-gobierno-nacional/ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi @petrogustavo @infopresidencia @MinEnergiaCo @andrescamachom_ @comisioncreg @fannyguerrero26 @dumek_turbay @YamilHAranaP;1;;;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG: “Averías en festividades fueron menores y se atendieron en menos de 10 horas”: Afinia https://caracol.com.co/2025/01/02/averias-en-festividades-fueron-menores-y-se-atendieron-en-menos-de-10-horas-afinia/ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi;;1;;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG Ricardo José Arango Restrepo fue nombrado como nuevo gerente general de Afinia https://t.co/boRVJ9dOnH a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi @dumek_turbay @AlcaldiaCTG @YamilHAranaP @GobDeBolivar @MinEnergiaCo @andrescamachom_ @comisioncreg @PGN_COL;;;1;Innovación y Liderazgo
Caribe;AFINIA;RT @CaracolRadioCTG Ricardo José Arango inició labor como gerente general de Afinia https://t.co/CCvA3asImp a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi;;1;;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG Dumek Turbay solicitó reunión con alcalde de Medellín para hablar sobre crisis de Afinia https://t.co/EyzfsXlYoK a través de @CaracolRadio @FicoGutierrez @AlcaldiadeMed @dumek_turbay @AlcaldiaCTG @AfiniaGrupoEPM @EPMestamosahi @MinEnergiaCo @andrescamachom_ @comisioncreg;;1;;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG Afinia recibe visita de la Superservicios: Gobierno debe $730 mil millones en subsidios https://t.co/rLPkEFoVPt a través de @CaracolRadio @AfiniaGrupoEPM @Superservicios @comisioncreg @YamilHAranaP @dumek_turbay @petrogustavo @CConstitucional @fannyguerrero26 @MinEnergiaCo;1;;;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG Afinia llega con su “Toma de Barrio” a Torices este viernes 9 de mayo https://t.co/5GoTvUDC8G a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi;;1;;No asignado
Caribe;AFINIA;RT @CaracolRadioCTG “No sería una buena solución”: EPM por cobro de opción tarifaria a estratos 4,5, 6 y empresarios https://t.co/SMBjgrX6mQ a través de @CaracolRadio @AfiniaGrupoEPM @EPMestamosahi @MinEnergiaCo @petrogustavo @infopresidencia @PGN_COL @CGR_Colombia @comisioncreg;;1;;No asignado
Caribe;AFINIA;RT @CaracolRadio #Medellín | El sector público le debe a Afinia 341 mil millones de pesos https://t.co/zsTthkPgPk;1;;;No asignado
Caribe;AFINIA;RT @CaracolMedellin #Afinia | Tarifa de energía de Afinia seguirá aumentando, mientras panorama económico es más crítico. La filial de EPM solo logra recaudar 56 pesos por cada 100 pesos de energía entregados en su operación. https://t.co/jK0zpbgxfs;1;;;Calidad del servicio
Caribe;AFINIA;RT @CaracolMedellin #Afinia | Así fue como Afinia le entregó millonario contrato a la empresa del Turco Hilsaca en el 2022. Pese a la advertencia de la Contraloría Distrital, la filial de EPM le entregó un contrato a esta empresa, con un modelo cuestionado de licitación. https://t.co/HfJpsQogjx;1;;;No asignado
Caribe;AFINIA;RT @BluRadioCo #TopBlu EPM ha destinado casi $3 billones a Afinia en medio de su crisis financiera https://t.co/3uE0Br2pax;1;;;No asignado
Caribe;AFINIA;RT @BLUAntioquia EPM ha destinado casi $3 billones a Afinia en medio de su crisis financiera #VocesySonidos https://t.co/Ea0nMj0e4T;1;;;No asignado
Caribe;AFINIA;RT @asocodis: El total de las deudas oficiales con las empresas de @asocodis es de un billón de pesos. El 30% se lo deben a @AfiniaGrupoEPM @EPMestamosahi siendo la empresa con el mayor saldo https://t.co/A1pgWze56B;1;;;No asignado
Caribe;AFINIA;RT @asocodis A Afinia no le pagan ni los alcaldes de la costa Caribe: filial de EPM tiene hueco de más de $300.000 millones por deudas oficiales por @elcolombiano https://t.co/9KKYNx3TT0;1;;;No asignado
Caribe;AFINIA;RT @AndresGuryRod El inhabilitado @AlexFlorezH andá repartiendo estos volantes en Coveñas. Adivinen para que: después de que su bacrim nos dejara a @EPMestamosahi jodidos con @AfiniaGrupoEPM, ahora pretenden recoger firmas para una acción popular tumbe las tarifas, se quiebre EPM y en el futuro… https://t.co/p1fJdP6Q6C;1;;;Innovación y Liderazgo
Caribe;AFINIA;RT @AnalisisUrbano EPM ha girado a Afinia, filial del Grupo EPM, un total de 2.88 billones de pesos, desde la entrada en operación de la compañía en octubre de 2020 hasta abril de 2025, en su compromiso para proteger a los usuarios... https://t.co/nASiOV3ydf;;1;;No asignado
Caribe;AFINIA;RT @AlexFlorezH Si también te afecta los altos precios de las taritas de energia, sumate. Firma aqui: https://t.co/iM7FuM40Vg @petrogustavo #FacturaDeLuz #FacturaDeEnergia #Afinia #EPM #Cartagena #Bolivar https://t.co/durGiTiw47;1;;;No asignado
Caribe;AFINIA;RT @AlexFlorezH Las empresas de energía están reventando con los altos precios la economía de la gente en toda Colombia, por la justicia en las tarifas súmate. Firma aqui: https://t.co/iM7FuM3t5I #FacturaDeLuz #FacturaDeEnergia #Afinia #EPM #LosPalmitos #Sucre https://t.co/QMzDDRUMkr;1;;;Calidad del servicio
Caribe;AFINIA;RT @Aire_Energia #Entérate Atendiendo el compromiso del Ministro de Minas y Energía, se iniciarán mesas técnicas con Afinia - EPM y Air-e Intervenida para analizar y buscar soluciones estructurales a nivel de tarifas, operación y prestación del servicio eléctrico, indicadores de calidad, entre… https://t.co/oZfMoyNpJL;;1;;Calidad del servicio
Caribe;AFINIA;RT @Aire_Energia #EnteráteAtlántico Adelantamos una primera reunión con la empresa @AfiniaGrupoEPM, filial de @EPMestamosahi, para buscar una salida a la crisis que enfrenta el sector energético en el Caribe. El objetivo de este encuentro, que contó con la participación de nuestro Agente… https://t.co/s9ri2mZpzl;;1;;Calidad del servicio
Caribe;AFINIA;RT @AfiniaGrupoEPM ”Tan solo entre 20 clientes, la empresa tenía un faltante de $125.144 millones con corte a diciembre de 2024.” Te invitamos a leer esta nota de @elcolombiano https://t.co/KQ9XKBsPrk https://t.co/e1SK6PAhJ3;1;;;Calidad del servicio
Caribe;AFINIA;RT @AfiniaGrupoEPM Afinia, filial del Grupo EPM, se permite informar a la opinión pública que: https://t.co/xUBmCQ7WBE;;1;;No asignado
Caribe;AFINIA;RT @AfiniaGrupoEPM ⚡️Afinia, filial del Grupo EPM, realizará este martes 22 de abril, trabajos de mantenimiento de equipos y labores de poda técnica preventiva en las redes que suministran energía al municipio #Caimito. https://t.co/LHJi9MTSVW;;1;;Calidad del servicio
Caribe;AFINIA;RT @AfiniaGrupoEPM @Mariapaolaap @petrogustavo @MinEnergia @RevistaSemana @BluRadioCo @NoticiasRCN @NoticiasCaracol @WRadioColombia @CaracolTV Alcaldesa, desde Afinia le ratificamos nuestro interés en un acuerdo de corresponsabilidad. Además, enviamos un SOS a las entidades de control, es urgente que las entidades oficiales cumplan con sus pagos...;;;1;No asignado
Caribe;AFINIA;RT @ActualidadPol: La Junta Directiva de ⁦@AfiniaGrupoEPM⁩ aceptó la renuncia del gerente general, Jhon Jairo Granada Giraldo, quien se desempeñaba en el cargo desde marzo de 2024, cuando asumió el liderazgo de esta filial de energía del Grupo EPM en la región Caribe. https://t.co/FIAMSkyD1s;;1;;Calidad del servicio
Caribe;AFINIA;RT @360RadioCo #Energía | El Grupo EPM advirtió que la interrupción del servicio energético es inminente para los prestadores debido a la difícil situación financiera del sector. @AfiniaGrupoEPM https://t.co/G2wcVtX4ji;1;;;Calidad del servicio
Caribe;AFINIA;RT @360RadioCo #Editorial | Mientras la región Caribe continúa enfrentando cortes, vandalismo y desconfianza ciudadana, EPM, a través de su filial Afinia, mantiene la prestación del servicio eléctrico operando en pérdida. https://t.co/qh2hEceJnh https://t.co/YoidrPwUE8;1;;;Calidad del servicio
Caribe;AFINIA;RT @_cesar_arl: @elcolombiano Y @FicoGutierrez porque adquiere prestamos por $567.000 millones y no le ayuda a @EPMestamosahi y Afinia??? Dónde está la plata? https://t.co/2cOdoKU6dB;1;;;No asignado
Caribe;AFINIA;Renunció el gerente de Afinia Jhon Jairo Granada, en los próximos días EPM dará a conocer el sucesor https://www.elpolideportivo.com/2025/01/30/renuncio-el-gerente-de-afinia-jhon-jairo-granada-en-los-proximos-dias-epm-dara-a-conocer-el-sucesor/ @AfiniaGrupoEPM @xfernandezb1 @Afinia3D @EPMestamosahi @team_medellin @AlcaldiaCTG @GobDeBolivar @YamilHAranaP @dumek_turbay @gobdecordoba @GobSucre;;1;;No asignado
Caribe;AFINIA;"Renuncia gerente general de Afinia

-El directivo estará en el cargo hasta el próximo 15 de febrero-

La Junta Directiva de Afinia, en su sesión de este 30 de enero, aceptó la renuncia del gerente general, Jhon Jairo Granada Giraldo, quien se desempeñaba en el cargo desde marzo de 2024, cuando asumió el liderazgo de esta filial de energía del Grupo EPM en la región Caribe.

Su renuncia se da en medio de una situación difícil respecto a la prestación del servicio público de energía en el país y, especialmente, en la Región Caribe. El líder del Grupo EPM, John Maya Salazar, ha manifestado que la sostenibilidad de Afinia está seriamente comprometida de no tomarse las decisiones necesarias de manera oportuna por parte del Gobierno Nacional, lo cual exige la confluencia de esfuerzos y el compromiso de muchos otros actores e instituciones.

En los próximos días el Grupo EPM dará a conocer el nombre de la persona que asumirá la gerencia general de Afinia.";;1;;Calidad del servicio
